TmdbId,MovieTitle,Popularity,ReleaseDate,Revenue,Runtime
805,Rosemary's Baby,11.504558,25001,33395426,0136.0
34584,The Neverending Story,14.225919,30777,20158808,0102.0
34636,The Neverending Story II: The Next Chapter,6.658994,33170,16283667,0089.0
77469,Your Friends & Neighbors,1.564774,35830,4710749,0100.0
36647,Blade,15.043454,36028,131183530,0120.0
17915,Dance with Me,7.894516,36028,15,0126.0
4011,Beetlejuice,10.627364,32202,73326666,0092.0
1580,Rope,7.248676,17768,2200000,0080.0
5854,Family Plot,4.845776,27859,7900000,0121.0
573,Frenzy,5.316387,26444,12600000,0116.0
2370,Topaz,5.757907,25555,6000000,0143.0
5780,Torn Curtain,6.243248,24301,13000000,0128.0
506,Marnie,6.409094,23567,7000000,0130.0
22527,The Wrong Man,8.56081,20811,2000000,0105.0
574,The Man Who Knew Too Much,12.547763,20607,10250000,0120.0
11219,The Trouble with Harry,6.486117,20365,7000000,0099.0
845,Strangers on a Train,15.41773,18797,7000000,0101.0
3682,54,8.736869,36035,16757163,0106.0
51942,I Married a Strange Person!,0.817002,36035,203,0072.0
46702,Why Do Fools Fall In Love,0.897413,36035,12413650,0116.0
847,Willow,9.918312,32264,57269863,0126.0
117,The Untouchables,11.062203,31930,76270454,0119.0
11462,Suspicion,5.660476,15294,4500000,0099.0
10220,Rounders,8.783454,36049,22921898,0121.0
431,Cube,12.095263,35682,501818,0090.0
31641,Digging to China,1.486062,35618,33556,0098.0
22796,Simon Birch,2.651408,36049,18253415,0114.0
22256,Without Limits,3.643468,36049,777423,0117.0
21873,My Bodyguard,2.48642,29413,22482952,0096.0
12626,Broadcast News,8.627019,32127,51249404,0133.0
3525,Working Girl,8.318954,32497,103173635,0114.0
2321,Married to the Mob,5.611184,32374,21486757,0104.0
2028,Say Anything...,6.953646,32612,20036737,0100.0
11597,Toys,5.923774,33956,23278931,0118.0
47947,Young Doctors in Love,1.768854,30148,30688860,0096.0
48311,Parasite,0.577976,30022,7000000,0085.0
14347,Blame It on Rio,7.643886,30729,18600000,0100.0
18169,About Last Night...,2.769589,31595,38702310,0113.0
11082,The Seventh Sign,4.720395,32234,18875011,0097.0
11933,Nothing but Trouble,10.39662,33283,8479793,0094.0
881,A Few Good Men,12.330249,33949,243240178,0138.0
4478,Indecent Proposal,7.118123,34066,266614059,0117.0
2109,Rush Hour,11.840557,36056,244386864,0098.0
24746,Six-String Samurai,2.740989,36056,124494,0091.0
72987,A Soldier's Daughter Never Cries,0.85691,36056,1782005,0127.0
8195,Ronin,9.672094,36063,41610884,0122.0
9877,Urban Legend,6.081401,36063,72527595,0099.0
24016,The Sheltering Sky,13.798247,33170,2075084,0138.0
14785,Bandit Queen,0.976798,34586,399,0119.0
14794,If....,12.083475,25191,500000,0111.0
1091,The Thing,16.83125,30127,19629760,0109.0
10403,The Player,6.230854,33697,21706101,0124.0
11337,Stardust Memories,5.720538,29490,10389003,0089.0
162,Edward Scissorhands,17.612244,33212,53000000,0105.0
8916,Antz,16.025625,36070,171757863,0083.0
28134,The Impostors,2.533982,35933,2197921,0101.0
9429,A Night at the Roxbury,12.480685,36069,30331165,0081.0
12159,What Dreams May Come,11.218378,36070,71485043,0113.0
27791,Strangeland,2.31478,36070,631221,0086.0
10156,History of the World: Part I,9.270492,29749,31672907,0092.0
10377,My Cousin Vinny,7.922216,33676,64088552,0120.0
4437,2010,7.482865,31022,40400657,0116.0
1890,Children of a Lesser God,8.503064,31668,31853080,0119.0
1955,The Elephant Man,8.405672,29496,26010864,0124.0
11932,Bride of Chucky,13.018491,36084,50671850,0089.0
6435,Practical Magic,7.757795,36084,46683377,0104.0
10683,Happiness,5.493697,36084,2807390,0139.0
9425,Soldier,7.970031,36091,14567883,0099.0
637,La vita Ã¨ bella,39.39497,35784,229400000,0116.0
20701,Tales from the Darkside: The Movie,5.732016,32996,16324573,0093.0
73,American History X,18.157166,36098,23875127,0119.0
46889,Living Out Loud,1.575026,36098,12902790,0100.0
3033,Gods and Monsters,6.788021,35816,6451628,0105.0
9882,The Siege,9.019114,36105,116672912,0116.0
10663,The Waterboy,9.461823,36105,185991646,0090.0
4518,Elizabeth,7.566321,36051,82150642,0124.0
1808,Velvet Goldmine,16.5293,36091,1053788,0119.0
3600,I Still Know What You Did Last Summer,11.023042,36112,40002112,0100.0
297,Meet Joe Black,14.026744,36111,142940100,0178.0
11893,Runaway Train,15.236541,31366,7936012,0111.0
14924,Sid & Nancy,5.681582,31723,2826523,0111.0
10002,Mona Lisa,3.095584,31576,5794184,0104.0
41817,Heart Condition,5.531486,32906,4100000,0100.0
19426,Le notti di Cabiria,6.587353,21096,752045,0110.0
9798,Enemy of the State,12.978751,36119,250649836,0132.0
14444,The Rugrats Movie,5.154373,36119,100491683,0079.0
9487,A Bug's Life,16.869209,36124,363258859,0095.0
666,Central do Brasil,4.919716,35811,5596708,0113.0
692,Pink Flamingos,5.738871,26370,6000000,0093.0
39256,Godzilla 1985,2.894009,31031,4100000,0087.0
244,King Kong,8.73274,12151,10000000,0100.0
10730,King Kong,5.810716,28011,90614445,0134.0
31947,King Kong Lives,2.663294,31737,4711220,0105.0
8130,Desperately Seeking Susan,8.679349,31135,27400000,0104.0
11532,The Emerald Forest,19.520733,31224,24467000,0114.0
9749,Fletch,6.040486,31198,59612888,0098.0
14628,Fletch Lives,10.357224,32584,35150960,0095.0
9626,Red Sonja,10.014248,31146,6948633,0089.0
13698,Gung Ho,6.853782,31484,36611610,0111.0
10466,The Money Pit,7.054864,31486,54999651,0091.0
707,A View to a Kill,12.840798,31191,152427960,0131.0
9336,Police Academy,8.354488,30763,146198896,0096.0
10157,Police Academy 2: Their First Assignment,9.021668,31134,55600000,0087.0
12118,Police Academy 3: Back in Training,7.10005,31491,43579163,0083.0
10587,Police Academy 4: Citizens on Patrol,5.952392,31869,28061343,0088.0
11825,Police Academy 5: Assignment Miami Beach,10.278957,32219,19510371,0090.0
11895,Police Academy 6: City Under Siege,5.612379,32576,11567217,0084.0
9447,Babe: Pig in the City,6.229629,36124,69131860,0092.0
12257,Home Fries,2.312844,36124,10443316,0093.0
37536,Ringmaster,0.556435,36124,9247881,0090.0
10029,Very Bad Things,10.432293,36049,9898412,0100.0
11252,Psycho,6.715898,36133,37141130,0105.0
200,Star Trek: Insurrection,9.538877,36139,118000000,0103.0
9837,The Prince of Egypt,11.898185,36144,218613188,0099.0
11545,Rushmore,5.997054,36055,17096053,0093.0
1934,Shakespeare in Love,13.813155,36140,289317794,0122.0
13764,Santa Claus: The Movie,11.690532,31349,23717291,0108.0
8879,Pale Rider,9.385078,31226,41410568,0115.0
1369,Rambo: First Blood Part II,11.924462,31188,300400432,0096.0
1368,First Blood,14.778884,30246,125212904,0093.0
1370,Rambo III,11.624866,32287,189015611,0102.0
10303,The Jewel of the Nile,10.571841,31385,96773200,0106.0
9326,Romancing the Stone,6.827193,30771,86572238,0106.0
10328,Cocoon,5.773277,31219,85313124,0117.0
11285,Cocoon: The Return,12.167265,32399,25024919,0116.0
1367,Rocky II,11.789813,29021,200182160,0119.0
1371,Rocky III,11.673366,30099,270000000,0099.0
1374,Rocky IV,10.25721,31372,300473716,0091.0
1375,Rocky V,14.007329,33164,119946358,0104.0
15196,Clue,7.720009,31394,14643997,0094.0
15596,Back to School,6.669879,31576,91258000,0096.0
44326,Extremities,10.273979,31646,13418091,0089.0
1885,The Karate Kid,7.64499,30855,90815558,0126.0
8856,"The Karate Kid, Part II",9.231318,31581,115103979,0113.0
10495,"The Karate Kid, Part III",6.441664,32688,38956288,0112.0
5825,National Lampoon's Christmas Vacation,9.802574,32843,71320000,0097.0
9489,You've Got Mail,10.237996,36146,250821495,0119.0
16885,The General,2.21138,35916,1214198,0124.0
8741,The Thin Red Line,9.783966,36154,98126565,0170.0
9276,The Faculty,13.462253,36154,40283321,0104.0
10312,Patch Adams,12.52181,36154,202292902,0115.0
9422,A Civil Action,9.353499,35859,56702901,0115.0
10368,Tea with Mussolini,3.094893,36244,21001563,0117.0
31662,Affliction,4.40959,35670,6330054,0114.0
825,Playing by Heart,3.010088,36159,3970078,0121.0
9423,Virus,7.116537,36174,14010690,0099.0
10658,Howard the Duck,10.722672,31625,37962774,0110.0
24086,The Boy Who Could Fly,3.791972,31639,7177431,0114.0
11815,The Fly,8.407369,21382,3000000,0094.0
9426,The Fly,13.534589,31639,60629159,0096.0
10344,The Fly II,9.207436,32549,38903179,0105.0
2620,Armed and Dangerous,5.037671,31639,15945534,0088.0
30497,The Texas Chain Saw Massacre,15.526413,27303,30859000,0083.0
16337,The Texas Chainsaw Massacre 2,9.501011,31646,8025872,0101.0
25018,Leatherface: Texas Chainsaw Massacre III,5.79907,32885,5765562,0081.0
16780,Texas Chainsaw Massacre: The Next Generation,6.854576,34335,185898,0095.0
12151,Ruthless People,7.427491,31589,71624879,0093.0
25438,Trick or Treat,2.612214,31709,6797218,0098.0
33278,Deadly Friend,5.012318,31695,8988731,0091.0
274253,Belizaire the Cajun,0.063442,31576,1,0103.0
192,The Name of the Rose,11.469751,31679,77200000,0130.0
10013,Peggy Sue Got Married,7.471655,31690,41382841,0103.0
9671,Crocodile Dundee,7.791212,31681,328203506,0097.0
9396,Crocodile Dundee II,8.948565,32282,239606210,0110.0
11873,The Color of Money,11.613655,31692,52293982,0119.0
18588,52 Pick-Up,15.921964,31723,5186646,0110.0
10015,Heartbreak Ridge,7.390012,31761,42724017,0130.0
12715,Firewalker,3.150899,31737,11949484,0104.0
10722,El dÃ­a de la bestia,5.759423,34992,4367497,0103.0
10314,She's All That,7.064982,36189,103166989,0095.0
47139,"Blood, Guts, Bullets and Octane",0.137676,36084,13674,0087.0
11167,Peeping Tom,7.229587,22012,83957,0101.0
2112,Payback,9.112008,36196,161626121,0100.0
16172,Simply Irresistible,6.053045,36196,4398989,0095.0
11622,Blast from the Past,8.355977,36203,40263020,0112.0
10207,Message in a Bottle,5.101392,36213,118880016,0131.0
9849,My Favorite Martian,12.65102,36202,36850101,0094.0
18892,Jawbreaker,7.434797,36190,3076820,0087.0
1542,Office Space,12.329066,36210,12827813,0089.0
15256,200 Cigarettes,3.227046,36217,6852450,0101.0
8224,8MM,7.473718,36217,96618699,0123.0
15209,Eight Days a Week,4.515523,35447,9090,0092.0
8913,Pet Sematary,8.365761,32619,57469467,0103.0
10906,Pet Sematary II,6.823445,33844,17092453,0100.0
25748,Children of the Corn II: The Final Sacrifice,8.357875,33998,6980986,0092.0
8769,Christine,7.106757,30658,21200000,0110.0
14742,Night Shift,4.535207,30162,21095683,0106.0
10671,Airport,7.873018,25632,100489151,0137.0
27932,Airport 1975,8.480501,27320,47000000,0107.0
7227,Airport '77,9.394776,28195,30000000,0114.0
5919,The Towering Inferno,7.469056,27377,116000000,0159.0
10803,Logan's Run,6.842274,27934,25000000,0119.0
871,Planet of the Apes,17.784978,24875,33395426,0112.0
1685,Beneath the Planet of the Apes,12.325947,25689,18999718,0095.0
1705,Battle for the Planet of the Apes,11.644764,26830,8844595,0093.0
1688,Conquest of the Planet of the Apes,12.843375,26479,9700000,0088.0
1687,Escape from the Planet of the Apes,12.120267,26073,12348905,0098.0
11123,Earthquake,6.657792,27348,79666653,0123.0
29723,The Concorde... Airport '79,3.514331,29084,13015688,0123.0
9535,Analyze This,7.634017,36224,176885658,0103.0
9455,The Corruptor,9.208831,36231,15156200,0110.0
796,Cruel Intentions,8.181065,36224,75902208,0097.0
100,"Lock, Stock and Two Smoking Barrels",4.60786,35859,3897569,0105.0
30943,The Deep End of the Ocean,5.78468,36231,28121100,0106.0
7341,The Rage: Carrie 2,4.766591,36230,17762705,0104.0
9540,Dead Ringers,5.53202,32409,8038508,0115.0
31503,My Boyfriend's Back,2.183504,34187,3335984,0085.0
22345,Baby Geniuses,7.707344,36231,36450736,0097.0
1641,Forces of Nature,7.906035,36231,93888180,0105.0
47288,The King and I,1.466461,36238,12000000,0087.0
16520,The King and I,7.630723,20635,21300000,0133.0
16379,The Mod Squad,3.826503,36245,13260050,0092.0
603,The Matrix,33.366332,36249,463517383,0136.0
4951,10 Things I Hate About You,12.069966,36249,53478166,0097.0
8970,The Out-of-Towners,9.019881,36252,29000000,0090.0
11660,Following,5.283661,36050,48482,0069.0
9430,Go,8.344282,36259,28451622,0098.0
11355,Never Been Kissed,7.257679,36259,84565230,0107.0
18764,å�Œé¾™ä¼š,10.222076,33618,8359717,0089.0
9465,Cookie's Fortune,3.380684,36182,10920544,0118.0
27455,Foolish,0.431822,36259,6033999,0084.0
6522,Life,7.579444,36266,73345029,0108.0
114719,Friends & Lovers,1.53188,36266,94633,0103.0
25512,Jeanne et le garÃ§on formidable,0.38359,35907,13936,0093.0
1902,Abre los ojos,8.842959,35783,368234,0117.0
6396,SLC Punk,4.370812,36062,299200,0097.0
39964,Lost & Found,1.337096,36273,100,0095.0
1946,eXistenZ,11.446138,36264,2856712,0097.0
1844,Entrapment,10.62333,36279,212404396,0112.0
6552,Idle Hands,6.851628,36280,4152230,0092.0
25471,å�˜è„¸,2.291724,35784,1,0091.0
3309,Mildred Pierce,4.497049,16704,5638000,0111.0
18462,Night of the Comet,4.947043,31002,14418922,0095.0
18252,My Science Project,3.868014,31268,4122748,0094.0
8592,Dick Tracy,8.304776,33039,103738726,0103.0
564,The Mummy,23.984065,36266,415885488,0124.0
13852,The Castle,4.337545,35530,861789,0085.0
53862,Trippin',0.218263,36292,9016377,0094.0
4927,Edge of Seventeen,1.666469,35929,870751,0099.0
1893,Star Wars: Episode I - The Phantom Menace,15.649091,36299,924317558,0136.0
1924,Superman,15.460102,28837,300218018,0143.0
8536,Superman II,10.301621,29559,190458706,0127.0
9531,Superman III,9.614638,30484,75850624,0125.0
11411,Superman IV: The Quest for Peace,7.990679,31981,19300000,0090.0
138,Dracula,7.503126,11366,1012189,0072.0
3035,Frankenstein,8.091603,11648,12000000,0071.0
36685,The Rocky Horror Picture Show,8.699428,27620,112892319,0100.0
30168,It Came from Hollywood,1.629796,30295,2091037,0080.0
8974,The War of the Worlds,5.609399,19584,2000000,0085.0
509,Notting Hill,9.874043,36293,363889678,0124.0
1090,The Thirteenth Floor,9.356587,36266,18564088,0100.0
55912,The Man with Rain in His Shoes,1.217192,36126,258464,0091.0
62676,Limbo,1.969282,36315,1997807,0126.0
817,Austin Powers: The Spy Who Shagged Me,13.984182,36319,310940086,0095.0
14283,The Red Violin,7.725843,36048,9495408,0131.0
37135,Tarzan,12.453452,36329,448000000,0088.0
2275,The General's Daughter,14.039655,36329,149705852,0116.0
24137,An Ideal Husband,3.873796,36265,18535191,0097.0
104,Lola rennt,7.765379,36027,7267585,0081.0
9032,Big Daddy,8.011869,36336,234801895,0093.0
9421,Le DÃ®ner de cons,6.122739,35900,78599508,0080.0
55955,My Son the Fanatic,0.147516,35724,408339,0088.0
6488,Arachnophobia,5.418428,33094,53208180,0103.0
8487,Wild Wild West,9.887602,36340,222104681,0106.0
2105,American Pie,18.344227,36350,235483004,0095.0
10208,Muppets from Space,7.531668,36355,16290976,0087.0
2667,The Blair Witch Project,14.838386,36355,248000000,0081.0
345,Eyes Wide Shut,13.268484,36355,162091208,0159.0
9825,Lake Placid,13.787108,36356,56870414,0082.0
16158,The Wood,4.414077,36357,25059640,0106.0
620,Ghostbusters,22.089729,30840,295212467,0107.0
2978,Ghostbusters II,16.414239,32674,215394738,0108.0
10490,Drop Dead Gorgeous,6.396767,36364,10571408,0098.0
11618,The Haunting,8.967638,36364,91188905,0113.0
1812,Trick,2.493289,36364,2049595,0089.0
8914,Deep Blue Sea,7.493615,36369,73648228,0105.0
9824,Mystery Men,10.466306,36378,29762011,0121.0
4806,Runaway Bride,8.919469,36371,309457509,0116.0
967,Spartacus,11.110376,22195,60000000,0197.0
802,Lolita,9.551293,22810,9250000,0153.0
3175,Barry Lyndon,14.003467,27746,20000000,0184.0
21185,Vibes,7.368928,32360,1883811,0099.0
11120,The Mosquito Coast,6.224859,31742,14302779,0119.0
10136,The Golden Child,8.236472,31758,79817939,0094.0
48259,Crimes of the Heart,2.524937,31758,22905522,0105.0
873,The Color Purple,11.573562,31399,146292009,0154.0
26789,No Mercy,11.273675,31765,12303904,0106.0
108312,Native Son,0.910047,31770,1301121,0111.0
11416,The Mission,11.241995,31684,17218023,0126.0
10776,Little Shop of Horrors,7.409179,31765,38748395,0094.0
31924,The Morning After,2.995682,31771,25147055,0102.0
24081,From the Hip,0.619481,31814,9518342,0111.0
66194,Deadtime Stories,1.712138,31515,2750741,0093.0
3526,Frances,2.077869,30288,5000000,0140.0
16406,Dick,3.960622,36376,27500000,0094.0
10386,The Iron Giant,15.441459,36378,23159305,0086.0
745,The Sixth Sense,18.449169,36378,672806292,0107.0
913,The Thomas Crown Affair,10.961226,36378,124305181,0113.0
17707,Brokedown Palace,6.570918,36385,13000000,0100.0
9781,Detroit Rock City,6.074832,36385,4217115,0095.0
13817,Head On,3.466204,36020,378667,0104.0
48781,Never Talk to Strangers,7.506958,34992,6,0086.0
29056,The Raven,4.817514,23036,1499275,0086.0
28501,The Pit and the Pendulum,4.392322,22505,2000000,0080.0
24103,Haunted Honeymoon,2.858879,31618,8033397,0082.0
10766,Damien: Omen II,10.235373,28650,26518355,0107.0
10768,Omen III: The Final Conflict,7.798615,29665,20471382,0108.0
813,Airplane!,13.063203,29404,83453539,0088.0
2665,Airplane II: The Sequel,7.181664,30295,27150534,0085.0
9406,An American Werewolf in Paris,7.145784,35789,26570463,0105.0
11418,National Lampoonâ€™s European Vacation,11.457485,31253,49364621,0095.0
11153,National Lampoon's Vacation,7.747432,30525,61399552,0098.0
2280,Big,9.562292,32297,151668774,0104.0
9944,The Pelican Brief,8.708306,34319,195268056,0141.0
850,A Christmas Story,7.337907,30638,19294144,0094.0
10342,Teaching Mrs. Tingle,8.345784,36383,8946237,0096.0
10366,Universal Soldier: The Return,7.805145,36377,10667893,0082.0
22314,In Too Deep,1.615319,36397,14011454,0097.0
51679,The Source,0.447313,36161,360895,0088.0
11963,Three Days of the Condor,14.364447,27661,27476252,0117.0
1911,The 13th Warrior,10.308026,36399,61698899,0102.0
2900,The Astronaut's Wife,14.705865,36398,19598588,0109.0
52366,Lucie Aubrac,1.122218,35487,458557,0115.0
2162,Chill Factor,3.062626,36404,11263966,0101.0
14578,Outside Providence,3.10924,36388,7292175,0096.0
10307,Stigmata,9.304144,36413,50041732,0103.0
11601,Stir of Echoes,5.875606,36413,21133087,0099.0
21719,The Minus Man,2.255032,36216,370668,0111.0
26522,A Soldier's Story,12.019262,30939,21821347,0101.0
42114,Nightmares,3.861469,30561,6670680,0099.0
14,American Beauty,20.726578,36418,356296601,0122.0
24128,Stop Making Sense,2.359569,31002,4978922,0088.0
11001,Blue Streak,6.229424,36420,117758500,0093.0
9453,Caligola,11.157288,28876,23438120,0156.0
704,A Hard Day's Night,5.719266,23564,12299668,0088.0
35122,Splendor,3.508075,36189,45703,0093.0
24153,The Buddy Holly Story,2.017413,28628,14363400,0113.0
11797,Fright Night,7.472509,31261,24922237,0106.0
18086,Fright Night Part 2,5.777858,32240,2983784,0104.0
10669,Deliverance,8.476681,26510,46122355,0109.0
11527,Excalibur,8.800455,29686,34967437,0140.0
1049,Sommersby,4.359884,34005,140081992,0109.0
28032,Thumbelina,13.856199,34423,11373501,0087.0
11326,Tommy,6.335814,27472,34251525,0111.0
10398,Double Jeopardy,10.876463,36427,177841558,0105.0
60994,Guinevere,4.004968,36407,614202,0104.0
14429,Drive Me Crazy,4.606395,36434,22593409,0091.0
15198,"Mystery, Alaska",4.512767,36434,8888143,0119.0
6415,Three Kings,12.287636,36430,108000000,0114.0
24066,"Happy, Texas",2.939685,36497,1943649,0098.0
10349,The Dark Half,13.412785,34082,10611160,0122.0
29787,Monkey Shines,8.120652,32353,5344577,0113.0
9638,Phantasm,6.609336,28942,11988469,0089.0
10576,Psycho II,6.370495,30470,34725000,0113.0
12662,Psycho III,6.345885,31590,14481606,0093.0
12618,Random Hearts,4.140398,36441,74608570,0133.0
226,Boys Don't Cry,6.536006,36405,11540607,0118.0
10388,The Limey,7.807741,36295,3193102,0089.0
9346,Risky Business,6.505209,30533,63541777,0098.0
861,Total Recall,12.954444,33025,261317921,0113.0
14412,Body Heat,5.991482,29826,24058838,0113.0
9377,Ferris Bueller's Day Off,12.724645,31574,70136369,0103.0
11541,The Year of Living Dangerously,13.293569,30302,1317657,0115.0
11901,High Plains Drifter,9.91087,26773,15700000,0105.0
4929,Hang 'em High,7.266576,25050,6800000,0114.0
18254,Reds,5.463216,29945,40382659,0195.0
19997,Niagara,14.605464,19385,8500000,0092.0
17352,South Pacific,2.747118,21262,36800000,0157.0
535,Flashdance,9.888958,30420,92921203,0095.0
1654,The Dirty Dozen,15.640007,24638,45300000,0150.0
658,Goldfinger,13.78884,23637,124881062,0110.0
657,From Russia with Love,12.536729,23295,78898765,0115.0
646,Dr. No,19.931606,22923,59600000,0110.0
5689,The Blue Lagoon,11.578578,29407,58853106,0104.0
391,Per un pugno di dollari,12.429704,23632,14500000,0099.0
8052,Hard Eight,7.04756,35123,222559,0096.0
772,Home Alone 2: Lost in New York,13.293722,33927,358991681,0120.0
31650,Someone to Watch Over Me,3.50111,32059,10278549,0106.0
73575,Sparrows,0.445526,9631,966878,0084.0
302579,Naturally Native,0.101618,36441,10508,0107.0
550,Fight Club,63.869599,36448,100853753,0139.0
12220,The Story of Us,5.769957,36446,58900031,0095.0
29064,The Omega Code,1.789046,36448,2400000,0100.0
36819,Time Bandits,9.841623,29780,42365581,0116.0
16858,All That Jazz,5.632325,29209,37823676,0123.0
11562,Crimes and Misdemeanors,6.645295,32794,18254702,0104.0
10496,Bats,2.584025,36455,10,0091.0
16162,The Best Man,5.055141,36455,34573780,0120.0
14484,Body Shots,4.607583,36440,239894,0106.0
214735,Men Cry Bullets,0.920469,36076,2303,0105.0
32043,The Guardian,7.444848,32990,17037887,0092.0
5548,RoboCop,13.485583,31975,53000000,0102.0
5549,RoboCop 2,10.969876,33046,45681173,0117.0
856,Who Framed Roger Rabbit,16.78596,32315,329803958,0104.0
699,For Your Eyes Only,9.765123,29760,195312802,0127.0
709,Licence to Kill,11.137888,32696,156167015,0133.0
253,Live and Let Die,9.773768,26850,161777836,0121.0
660,Thunderball,10.517835,24092,141195658,0130.0
11377,House on Haunted Hill,10.187278,36462,40846082,0093.0
26149,Music of the Heart,3.104943,36462,14859394,0124.0
492,Being John Malkovich,11.416319,36433,22863596,0112.0
108346,Dreaming of Joseph Lees,1.241349,36462,7,0092.0
98480,Man Of The Century,0.007829,36462,33031,0080.0
128,ã‚‚ã�®ã�®ã�‘å§«,17.166725,35623,159375308,0134.0
2020,The Bachelor,5.061725,36469,36911617,0101.0
9481,The Bone Collector,8.884406,36468,151493655,0118.0
9008,The Insider,11.3569,36461,60289912,0157.0
11489,Rosetta,2.730118,36303,266665,0095.0
16281,Creepshow,10.434018,30267,21028755,0120.0
16288,Creepshow 2,9.330087,31898,14000000,0092.0
1694,Re-Animator,9.867238,31338,2023414,0086.0
476,Drugstore Cowboy,8.026112,32760,4729352,0100.0
37094,Falling Down,10.175138,34026,40903593,0113.0
73969,My Best Girl,0.205671,10166,1027757,0080.0
21610,Nighthawks,5.830675,29662,19905359,0099.0
11510,Repossessed,11.966566,33130,1382462,0080.0
957,Spaceballs,9.10373,31952,38119483,0096.0
11886,Robin Hood,11.179855,26976,32056467,0083.0
62204,La Guerre du feu,8.341166,29935,55260558,0100.0
11040,Little Big Man,8.186994,25916,31559552,0139.0
1621,Trading Places,14.285052,30474,90400000,0116.0
11498,Dead Again,9.696201,33473,38016380,0107.0
276635,Experience Preferred...But Not Essential,0.122181,30307,822,0080.0
47941,Under the Rainbow,0.69162,29798,2297493,0098.0
21349,Anywhere But Here,12.593734,36476,18653615,0114.0
1832,Dogma,8.559088,36476,30652890,0130.0
10047,Joan of Arc,9.471838,36451,66976317,0148.0
10228,åŠ‡å ´ç‰ˆãƒ�ã‚±ãƒƒãƒˆãƒ¢ãƒ³ã‚¹ã‚¿ãƒ¼ ãƒŸãƒ¥ã‚¦ãƒ„ãƒ¼ã�®é€†è¥²,7.556826,35994,163644662,0075.0
9289,The Longest Day,10.770928,22914,50100000,0178.0
11165,Tora! Tora! Tora!,7.262326,25594,29548291,0144.0
4203,Mujeres al borde de un ataque de nervios,5.470331,32216,7179298,0088.0
24226,The Verdict,9.596883,30293,53977250,0129.0
29154,Stand and Deliver,5.355761,32213,13994920,0103.0
2039,Moonstruck,12.877291,32129,80640528,0102.0
2668,Sleepy Hollow,11.072361,36482,206071502,0105.0
36643,The World Is Not Enough,12.130127,36472,361832400,0128.0
99,Todo sobre mi madre,10.000915,36269,67872296,0101.0
9647,Scrooged,11.465634,32469,60328000,0101.0
5156,Ladri di biciclette,13.233136,17861,361712,0093.0
24276,Matewan,3.350126,32017,1680358,0132.0
11393,The Natural,12.319855,30813,47951979,0137.0
293,A River Runs Through It,12.583826,33886,43440294,0123.0
10998,Fatal Attraction,14.260779,32031,320145693,0119.0
36094,Stanley & Iris,1.914881,32913,5820015,0104.0
9013,Midnight Run,5.564321,32344,38413606,0126.0
11005,Awakenings,13.201595,33226,52096475,0120.0
2924,Backdraft,9.883727,33382,152368585,0137.0
177,The Fisher King,11.184385,33490,41895491,0137.0
38557,The River,6.303384,31017,11500000,0122.0
34760,"'night, Mother",0.798428,31667,442000,0096.0
9946,End of Days,9.62371,36488,211989043,0121.0
863,Toy Story 2,17.547693,36463,497366869,0092.0
31582,Flawless,8.608461,36490,4488529,0112.0
22267,Ride with the Devil,7.059308,36488,635096,0138.0
55123,Tumbleweeds,0.88888,36492,1281176,0102.0
10411,The Distinguished Gentleman,9.64078,33942,46434570,0112.0
20024,The End of the Affair,6.200344,36497,10827816,0102.0
9586,The Bonfire of the Vanities,5.507082,33228,15691192,0125.0
32331,Stealing Home,7.168975,32381,7467504,0098.0
32669,The Two Jakes,4.476578,33095,10000000,0138.0
10402,Deuce Bigalow: Male Gigolo,6.567794,36504,65535067,0088.0
497,The Green Mile,19.96678,36504,284600000,0189.0
1715,The Cider House Rules,9.526781,36511,88545092,0126.0
25188,The Last Picture Show,5.961382,26209,29133000,0118.0
2277,Bicentennial Man,9.369918,36511,93700000,0131.0
10137,Stuart Little,8.3595,36511,300135367,0084.0
49948,Fantasia 2000,14.972573,36511,90874570,0074.0
334,Magnolia,9.091636,36502,48451803,0188.0
30237,Onegin,7.171138,36516,206128,0104.0
50116,Simpatico,3.143748,36418,929606,0106.0
36492,Carnal Knowledge,2.837238,26227,28623900,0098.0
9563,Any Given Sunday,10.571434,36510,100230832,0163.0
1850,Man on the Moon,13.217419,36516,47434430,0118.0
926,Galaxy Quest,15.831374,36517,90683916,0102.0
1213,The Talented Mr. Ripley,11.65502,36519,128798265,0139.0
10471,Next Friday,10.06545,36537,59827328,0098.0
10400,The Hurricane,5.716009,36420,73956241,0146.0
10397,Angela's Ashes,4.496585,36519,13,0145.0
20761,Play It to the Bone,4.347609,36519,8434146,0124.0
28216,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1.157478,36523,507941,0091.0
10384,Supernova,5.496624,36539,14828081,0091.0
48233,Theeviravaathi: The Terrorist,0.154526,36050,140021,0095.0
10236,The Way We Were,13.377996,26954,45000000,0118.0
11851,The Presidio,3.768935,32304,20324096,0097.0
5924,Papillon,15.698433,27011,53267000,0151.0
10493,Dead Calm,13.464246,32605,7825000,0096.0
13342,Fast Times at Ridgemont High,14.658885,30176,27092880,0090.0
35119,A Cry in the Dark,3.970538,32458,6908797,0120.0
14919,Batman: Mask of the Phantasm,7.29114,34328,5617391,0076.0
14040,American Flyers,5.50751,31275,1400000,0113.0
47620,Poison,1.924535,33333,609524,0085.0
2990,Pacific Heights,4.817146,33144,29381956,0102.0
